observation_id,observation_captured_at,feature_available_at,starts_at,minutes_to_start,sport,model_version,event_id,game_pk,away_team,home_team,player_id,mlb_player_id,player_name,stat_id,market_name,line,side,label,model_mean,raw_independent_probability,model_probability,push_probability,market_fair_probability,edge_pct_points,best_book,best_odds,exact_line_book_count,paired_books,ev_pct,data_quality,status,market_open_line,market_current_line,line_move_open_to_current,market_open_fair_probability,market_current_fair_probability,market_probability_move_pp,market_quote_age_minutes,player_role,player_team_side,in_starting_lineup,batting_order_spot,is_confirmed_starter,catcher_change_after_model,opposing_starter_change_after_model,opposing_handedness_change_after_model,verification_data_quality,opposing_starter_hand,own_starter_hand,own_lineup_avg_ops,opponent_lineup_avg_ops,own_bullpen_score,opponent_bullpen_score,own_bullpen_level,opponent_bullpen_level,game_starter_changed,game_lineup_changed,game_catcher_changed,game_handedness_changed,weather_impact_direction,weather_impact_multiplier,weather_environment_multiplier,prop_delay_risk,prop_weather_data_quality,weather_change_after_model,roof_status,temp_f,humidity_pct,precip_probability_pct,wind_mph,wind_direction_deg,wind_class,park_factor,run_multiplier,hr_multiplier,hits_tb_multiplier,starter_durability_multiplier,strikeout_opportunity_multiplier,game_delay_risk,game_weather_data_quality,pitchmix_available,pitchmix_weighted_xwoba_delta,pitchmix_probability_adjustment,pitchmix_arsenal_coverage,pitchmix_usable_usage,feature_source_count,won,pushed,outcome
102,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,DUSTIN_HARRIS_1_MLB,687957,Dustin Harris,batting_totalBases,Dustin Harris Total Bases Over/Under,1.5,over,Dustin Harris OVER 1.5 Total Bases,1.455,0.3694,0.3694,0,,,fanduel,170,2,0,-0.27,0.252,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
104,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MOOKIE_BETTS_1_MLB,605141,Mookie Betts,batting_hits,Mookie Betts Hits Over/Under,0.5,over,Mookie Betts OVER 0.5 Hits,1.06,0.7016,0.6829,0,0.6481,3.48,fanduel,-220,4,2,-0.67,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
107,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MICHAEL_KING_1_MLB,650633,Michael King,pitching_strikeouts,Michael King Strikeouts Over/Under,4.5,under,Michael King UNDER 4.5 Ks,4.223,0.5854,0.5785,0,0.5657,1.28,draftkings,-140,4,4,-0.82,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
114,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MOOKIE_BETTS_1_MLB,605141,Mookie Betts,batting_totalBases,Mookie Betts Total Bases Over/Under,1.5,over,Mookie Betts OVER 1.5 Total Bases,1.859,0.4451,0.4352,0,0.4169,1.83,draftkings,127,4,3,-1.2,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
121,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,WILL_SMITH_2_MLB,669257,Will Smith,batting_totalBases,Will Smith Total Bases Over/Under,1.5,under,Will Smith UNDER 1.5 Total Bases,1.472,0.6407,0.6271,0,0.6019,2.52,caesars,-176,2,2,-1.66,0.52,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
126,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MANNY_MACHADO_1_MLB,592518,Manny Machado,batting_hits,Manny Machado Hits Over/Under,0.5,under,Manny Machado UNDER 0.5 Hits,0.791,0.414,0.4084,0,0.398,1.04,draftkings,140,2,2,-1.99,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
129,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,KYLE_TUCKER_1_MLB,663656,Kyle Tucker,batting_hits,Kyle Tucker Hits Over/Under,0.5,over,Kyle Tucker OVER 0.5 Hits,0.837,0.6098,0.597,0,0.5732,2.39,draftkings,-157,4,2,-2.27,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
130,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,JAKE_CRONENWORTH_1_MLB,630105,Jake Cronenworth,batting_totalBases,Jake Cronenworth Total Bases Over/Under,1.5,over,Jake Cronenworth OVER 1.5 Total Bases,1.089,0.2647,0.2647,0,,,draftkings,269,2,0,-2.33,0.806,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
131,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,WILL_SMITH_2_MLB,669257,Will Smith,batting_hits,Will Smith Hits Over/Under,0.5,over,Will Smith OVER 0.5 Hits,0.91,0.6443,0.6339,0,0.6147,1.92,betmgm,-185,4,2,-2.34,0.52,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
134,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,FERNANDO_TATIS_JR_1_MLB,665487,Fernando Tatis Jr.,batting_totalBases,Fernando Tatis Jr. Total Bases Over/Under,1.5,under,Fernando Tatis Jr. UNDER 1.5 Total Bases,1.806,0.5569,0.5532,0,0.5462,0.7,draftkings,-132,3,3,-2.77,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
136,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,KYLE_TUCKER_1_MLB,663656,Kyle Tucker,batting_totalBases,Kyle Tucker Total Bases Over/Under,0.5,over,Kyle Tucker OVER 0.5 Total Bases,1.404,0.6098,0.5981,0,0.5763,2.18,betmgm,-160,2,2,-2.81,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
138,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,XANDER_BOGAERTS_1_MLB,593428,Xander Bogaerts,batting_totalBases,Xander Bogaerts Total Bases Over/Under,0.5,over,Xander Bogaerts OVER 0.5 Total Bases,1.118,0.5681,0.5649,0,0.559,0.59,betmgm,-140,2,2,-3.16,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
141,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,XANDER_BOGAERTS_1_MLB,593428,Xander Bogaerts,batting_hits,Xander Bogaerts Hits Over/Under,0.5,over,Xander Bogaerts OVER 0.5 Hits,0.754,0.5681,0.5644,0,0.5576,0.68,betmgm,-140,4,2,-3.25,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
144,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,WILL_SMITH_2_MLB,669257,Will Smith,batting_totalBases,Will Smith Total Bases Over/Under,0.5,over,Will Smith OVER 0.5 Total Bases,1.472,0.6402,0.6275,0,0.604,2.35,betmgm,-185,1,1,-3.33,0.52,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
146,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,THOMAS_EDMAN_1_MLB,669242,Tommy Edman,batting_totalBases,Tommy Edman Total Bases Over/Under,1.5,over,Tommy Edman OVER 1.5 Total Bases,1.259,0.3106,0.3106,0,,,draftkings,211,2,0,-3.4,0.622,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
147,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,LUIS_CAMPUSANO_1_MLB,669134,Luis Campusano,batting_totalBases,Luis Campusano Total Bases Over/Under,1.5,over,Luis Campusano OVER 1.5 Total Bases,1.325,0.3291,0.3291,0,,,draftkings,193,2,0,-3.58,0.474,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
150,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,FERNANDO_TATIS_JR_1_MLB,665487,Fernando Tatis Jr.,batting_hits,Fernando Tatis Jr. Hits Over/Under,1.5,under,Fernando Tatis Jr. UNDER 1.5 Hits,1.1,0.696,0.6872,0,0.6708,1.64,draftkings,-251,1,1,-3.9,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
151,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,FERNANDO_TATIS_JR_1_MLB,665487,Fernando Tatis Jr.,batting_totalBases,Fernando Tatis Jr. Total Bases Over/Under,1.5,over,Fernando Tatis Jr. OVER 1.5 Total Bases,1.806,0.4431,0.4468,0,0.4538,-0.7,betmgm,115,4,3,-3.93,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
162,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,XANDER_BOGAERTS_1_MLB,593428,Xander Bogaerts,batting_totalBases,Xander Bogaerts Total Bases Over/Under,0.5,under,Xander Bogaerts UNDER 0.5 Total Bases,1.118,0.4319,0.4351,0,0.441,-0.59,caesars,119,2,2,-4.71,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
166,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,KYLE_TUCKER_1_MLB,663656,Kyle Tucker,batting_totalBases,Kyle Tucker Total Bases Over/Under,1.5,over,Kyle Tucker OVER 1.5 Total Bases,1.404,0.3458,0.3458,0,,,draftkings,175,2,0,-4.92,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
167,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,XANDER_BOGAERTS_1_MLB,593428,Xander Bogaerts,batting_hits,Xander Bogaerts Hits Over/Under,0.5,under,Xander Bogaerts UNDER 0.5 Hits,0.754,0.4319,0.4356,0,0.4424,-0.68,draftkings,118,2,2,-5.03,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
170,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,JACKSON_MERRILL_1_MLB,701538,Jackson Merrill,batting_totalBases,Jackson Merrill Total Bases Over/Under,1.5,under,Jackson Merrill UNDER 1.5 Total Bases,1.648,0.6062,0.604,0,0.5998,0.41,caesars,-176,2,2,-5.29,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
171,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,TEOSCAR_HERNANDEZ_1_MLB,606192,Teoscar Hernández,batting_totalBases,Teoscar Hernández Total Bases Over/Under,1.5,over,Teoscar Hernández OVER 1.5 Total Bases,1.54,0.377,0.377,0,,,draftkings,151,2,0,-5.36,0.938,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
174,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MANNY_MACHADO_1_MLB,592518,Manny Machado,batting_totalBases,Manny Machado Total Bases Over/Under,0.5,under,Manny Machado UNDER 0.5 Total Bases,1.468,0.414,0.4112,0,0.4059,0.52,betmgm,130,1,1,-5.43,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
177,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MICHAEL_KING_1_MLB,650633,Michael King,pitching_strikeouts,Michael King Strikeouts Over/Under,4.5,over,Michael King OVER 4.5 Ks,4.223,0.4146,0.4215,0,0.4343,-1.28,fanduel,124,4,4,-5.59,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
188,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MANNY_MACHADO_1_MLB,592518,Manny Machado,batting_hits,Manny Machado Hits Over/Under,0.5,over,Manny Machado OVER 0.5 Hits,0.791,0.586,0.5916,0,0.602,-1.04,betmgm,-175,4,2,-7.03,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
192,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MANNY_MACHADO_1_MLB,592518,Manny Machado,batting_totalBases,Manny Machado Total Bases Over/Under,0.5,over,Manny Machado OVER 0.5 Total Bases,1.468,0.586,0.5888,0,0.5941,-0.52,betmgm,-175,1,1,-7.47,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
194,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,FERNANDO_TATIS_JR_1_MLB,665487,Fernando Tatis Jr.,batting_hits,Fernando Tatis Jr. Hits Over/Under,1.5,over,Fernando Tatis Jr. OVER 1.5 Hits,1.1,0.304,0.3128,0,0.3292,-1.64,fanduel,195,3,1,-7.72,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
199,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MOOKIE_BETTS_1_MLB,605141,Mookie Betts,batting_totalBases,Mookie Betts Total Bases Over/Under,1.5,under,Mookie Betts UNDER 1.5 Total Bases,1.859,0.5549,0.5648,0,0.5831,-1.83,betmgm,-160,3,3,-8.22,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
201,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,WILL_SMITH_2_MLB,669257,Will Smith,batting_hits,Will Smith Hits Over/Under,0.5,under,Will Smith UNDER 0.5 Hits,0.91,0.3557,0.3661,0,0.3853,-1.92,draftkings,150,2,2,-8.49,0.52,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
214,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,FREDDIE_FREEMAN_1_MLB,518692,Freddie Freeman,batting_totalBases,Freddie Freeman Total Bases Over/Under,1.5,under,Freddie Freeman UNDER 1.5 Total Bases,1.697,0.5579,0.5745,0,0.6054,-3.08,caesars,-176,3,3,-9.9,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
215,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,ANDY_PAGES_1_MLB,681624,Andy Pages,batting_hits,Andy Pages Hits Over/Under,0.5,under,Andy Pages UNDER 0.5 Hits,0.943,0.3394,0.3608,0,0.4006,-3.97,draftkings,149,2,2,-10.15,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
218,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,THOMAS_EDMAN_1_MLB,669242,Tommy Edman,batting_hits,Tommy Edman Hits Over/Under,0.5,under,Tommy Edman UNDER 0.5 Hits,0.811,0.4004,0.4163,0,0.446,-2.96,draftkings,114,2,2,-10.91,0.622,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
220,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,KYLE_TUCKER_1_MLB,663656,Kyle Tucker,batting_totalBases,Kyle Tucker Total Bases Over/Under,0.5,under,Kyle Tucker UNDER 0.5 Total Bases,1.404,0.3902,0.4019,0,0.4237,-2.18,caesars,121,2,2,-11.18,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
221,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,WILL_SMITH_2_MLB,669257,Will Smith,batting_totalBases,Will Smith Total Bases Over/Under,1.5,over,Will Smith OVER 1.5 Total Bases,1.472,0.3593,0.3729,0,0.3981,-2.52,draftkings,138,3,2,-11.25,0.52,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
222,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,KYLE_TUCKER_1_MLB,663656,Kyle Tucker,batting_hits,Kyle Tucker Hits Over/Under,0.5,under,Kyle Tucker UNDER 0.5 Hits,0.837,0.3902,0.403,0,0.4268,-2.39,betmgm,120,2,2,-11.34,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
224,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,TYLER_FRANCE_1_MLB,664034,Ty France,batting_totalBases,Ty France Total Bases Over/Under,1.5,under,Ty France UNDER 1.5 Total Bases,1.849,0.5494,0.5689,0,0.605,-3.61,draftkings,-180,2,2,-11.51,0.948,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
229,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,WILL_SMITH_2_MLB,669257,Will Smith,batting_totalBases,Will Smith Total Bases Over/Under,0.5,under,Will Smith UNDER 0.5 Total Bases,1.472,0.3598,0.3725,0,0.396,-2.35,betmgm,135,1,1,-12.47,0.52,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
233,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,JACKSON_MERRILL_1_MLB,701538,Jackson Merrill,batting_hits,Jackson Merrill Hits Over/Under,0.5,under,Jackson Merrill UNDER 0.5 Hits,0.945,0.3407,0.362,0,0.4015,-3.96,betmgm,140,2,2,-13.13,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
234,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,THOMAS_EDMAN_1_MLB,669242,Tommy Edman,batting_totalBases,Tommy Edman Total Bases Over/Under,0.5,under,Tommy Edman UNDER 0.5 Total Bases,1.259,0.4036,0.4223,0,0.4571,-3.48,betmgm,105,2,2,-13.42,0.622,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
247,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,MOOKIE_BETTS_1_MLB,605141,Mookie Betts,batting_hits,Mookie Betts Hits Over/Under,0.5,under,Mookie Betts UNDER 0.5 Hits,1.06,0.2984,0.3171,0,0.3519,-3.48,draftkings,167,2,2,-15.33,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
249,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 02:10:00+00,45.7360833333333333,MLB,MLB Player Props Model v1.1,udNYCIUFYnOmEOysdCwR,823897,San Diego Padres,Los Angeles Dodgers,JAKE_CRONENWORTH_1_MLB,630105,Jake Cronenworth,batting_hits,Jake Cronenworth Hits Over/Under,0.5,under,Jake Cronenworth UNDER 0.5 Hits,0.748,0.4344,0.4636,0,0.5177,-5.41,draftkings,-123,2,2,-15.95,0.806,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
